Kecamatan;URL; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti;ID Iklan
sukolilo;https://www.rumah123.com/properti/surabaya/hos15342344/; 4.700.000.000 ;3;2;440;240;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Ya;;;Tidak;;hos15342344
sukolilo;https://www.rumah123.com/properti/surabaya/hos14416907/; 4.700.000.000 ;3;2;440;240;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus;hos14416907
kenjeran;https://www.rumah123.com/properti/surabaya/hos14724918/; 4.700.000.000 ;6;5;452;600;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14724918
tambaksari;https://www.rumah123.com/properti/surabaya/hos14537472/; 4.700.000.000 ;6;5;452;600;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14537472
tambaksari;https://www.rumah123.com/properti/surabaya/hos14493015/; 4.700.000.000 ;4;2;495;495;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;;Tidak;Bagus;hos14493015
sukolilo;https://www.rumah123.com/properti/surabaya/hos15058136/; 4.830.000.000 ;4;3;252;273;HGB - Hak Guna Bangunan;4400;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15058136
wiyung;https://www.rumah123.com/properti/surabaya/hos14250046/; 4.850.000.000 ;3;2;128;158;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14250046
wonocolo;https://www.rumah123.com/properti/surabaya/hos14826576/; 4.850.000.000 ;4;2;176;155;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos14826576
lakarsantri;https://www.rumah123.com/properti/surabaya/hos15083396/; 4.850.000.000 ;4;3;234;235;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos15083396
lakarsantri;https://www.rumah123.com/properti/surabaya/hos15083349/; 4.850.000.000 ;4;3;234;235;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos15083349
wiyung;https://www.rumah123.com/properti/surabaya/hos14635498/; 4.850.000.000 ;4;3;234;235;HGB - Hak Guna Bangunan;3500;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Baru;hos14635498
sukolilo;https://www.rumah123.com/properti/surabaya/hos10187391/; 4.850.000.000 ;4;3;240;300;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;;hos10187391
wiyung;https://www.rumah123.com/properti/surabaya/hos13493324/; 4.850.000.000 ;3;3;240;280;HGB - Hak Guna Bangunan;3500;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13493324
wonokromo;https://www.rumah123.com/properti/surabaya/hos11637145/; 4.850.000.000 ;4;2;266;148;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos11637145
gayungan;https://www.rumah123.com/properti/surabaya/hos15289901/; 4.850.000.000 ;6;5;275;350;SHM - Sertifikat Hak Milik;3500;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15289901
jambangan;https://www.rumah123.com/properti/surabaya/hos14364230/; 4.850.000.000 ;6;3;345;345;SHM - Sertifikat Hak Milik;;;Ya;Unfurnished;2;;Ya;2 Mobil;;Tidak;Bagus;hos14364230
sukolilo;https://www.rumah123.com/properti/surabaya/hos9053075/; 4.850.000.000 ;3;2;360;180;SHM - Sertifikat Hak Milik;5500;;;Unfurnished;1;;;;;;Bagus;hos9053075
wiyung;https://www.rumah123.com/properti/surabaya/hos15155423/; 4.860.000.000 ;3;2;212;350;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;;Ya;Bagus;hos15155423
sukolilo;https://www.rumah123.com/properti/surabaya/hos12045323/; 4.870.000.000 ;3;2;240;400;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus;hos12045323
wiyung;https://www.rumah123.com/properti/surabaya/hos13798889/; 4.890.000.000 ;4;3;151;151;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13798889
wiyung;https://www.rumah123.com/properti/surabaya/hos13785377/; 4.890.000.000 ;4;4;205;250;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Bagus;hos13785377
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos11184928/; 4.890.000.000 ;5;3;330;127;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos11184928
sambikerep;https://www.rumah123.com/properti/surabaya/hos14785654/; 4.890.000.000 ;6;5;340;370;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus;hos14785654
sukolilo;https://www.rumah123.com/properti/surabaya/hos14324075/; 4.800.000.000 ;3;3;170;200;SHM - Sertifikat Hak Milik;4400;;Tidak;Unfurnished;2;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14324075
sukolilo;https://www.rumah123.com/properti/surabaya/hos11977936/; 4.800.000.000 ;3;3;170;200;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus;hos11977936
sukolilo;https://www.rumah123.com/properti/surabaya/hos11809529/; 4.800.000.000 ;3;3;170;200;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus;hos11809529
gayungan;https://www.rumah123.com/properti/surabaya/hos13853813/; 4.800.000.000 ;5;4;225;280;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;;Ya;4 Mobil;PAM atau PDAM;Tidak;Baru;hos13853813
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos14345304/; 4.800.000.000 ;4;4;237;360;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14345304
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos14223933/; 4.800.000.000 ;4;4;237;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos14223933
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos11089821/; 4.800.000.000 ;4;4;237;360;SHM - Sertifikat Hak Milik;4400;;;Unfurnished;2;Barat;;;;;Baru;hos11089821
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos10618647/; 4.800.000.000 ;4;4;237;360;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Barat;Tidak;;;Tidak;Baru;hos10618647
wiyung;https://www.rumah123.com/properti/surabaya/hos15465431/; 4.800.000.000 ;5;5;237;380;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;;;;;;Bagus;hos15465431
wiyung;https://www.rumah123.com/properti/surabaya/hos14903027/; 4.800.000.000 ;5;5;237;380;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14903027
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14623349/; 4.800.000.000 ;3;2;240;180;SHM - Sertifikat Hak Milik;6600;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Sudah Renovasi;hos14623349
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos12227764/; 4.800.000.000 ;4;4;240;258;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;2;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos12227764
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos10404913/; 4.800.000.000 ;4;4;240;258;HGB - Hak Guna Bangunan;2200;;Tidak;Unfurnished;2;Timur;Tidak;;;Tidak;Butuh Renovasi;hos10404913
wiyung;https://www.rumah123.com/properti/surabaya/hos15264844/; 4.800.000.000 ;5;3;240;275;SHM - Sertifikat Hak Milik;7700;Tidak;Tidak;Unfurnished;2;Barat Daya;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus;hos15264844
wiyung;https://www.rumah123.com/properti/surabaya/hos14908204/; 4.800.000.000 ;3;3;240;230;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14908204
wiyung;https://www.rumah123.com/properti/surabaya/hos11357838/; 4.800.000.000 ;5;3;240;200;SHM - Sertifikat Hak Milik;3300;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Bagus;hos11357838
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14281860/; 4.800.000.000 ;4;2;250;155;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14281860
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14168732/; 4.800.000.000 ;4;2;250;155;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14168732
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos14123673/; 4.800.000.000 ;4;2;250;155;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14123673
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos13460135/; 4.800.000.000 ;4;2;250;155;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Timur;Ya;2 Mobil;;Tidak;;hos13460135
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos13369973/; 4.800.000.000 ;4;2;250;155;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13369973
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos13352351/; 4.800.000.000 ;4;2;250;155;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;;Tidak;Bagus;hos13352351
tandes;https://www.rumah123.com/properti/surabaya/hos13328361/; 4.800.000.000 ;1;2;250;250;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13328361
tenggilis mejoyo;https://www.rumah123.com/properti/surabaya/hos13816745/; 4.800.000.000 ;6;6;260;600;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;3;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13816745
genteng;https://www.rumah123.com/properti/surabaya/hos13713713/; 4.800.000.000 ;2;2;264;264;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13713713
gayungan;https://www.rumah123.com/properti/surabaya/hos15231064/; 4.800.000.000 ;5;3;282;340;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus;hos15231064
gayungan;https://www.rumah123.com/properti/surabaya/hos15230960/; 4.800.000.000 ;5;3;282;340;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Ya;Bagus;hos15230960
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos7644845/; 4.800.000.000 ;4;4;286;199;HGB - Hak Guna Bangunan;2200;;;Unfurnished;2;;;;;;Bagus;hos7644845
sambikerep;https://www.rumah123.com/properti/surabaya/hos14587116/; 4.800.000.000 ;4;3;296;450;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Ya;Baru;hos14587116
mulyorejo;https://www.rumah123.com/properti/surabaya/hos15021407/; 4.800.000.000 ;4;3;300;400;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15021407
wiyung;https://www.rumah123.com/properti/surabaya/hos15048834/; 4.800.000.000 ;4;5;300;270;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos15048834
wiyung;https://www.rumah123.com/properti/surabaya/hos11318787/; 4.800.000.000 ;3;3;300;300;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;2;Utara;Ya;4 Mobil;PAM atau PDAM;Tidak;Bagus;hos11318787
rungkut;https://www.rumah123.com/properti/surabaya/hos15201219/; 4.800.000.000 ;5;2;350;175;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Butuh Renovasi;hos15201219
rungkut;https://www.rumah123.com/properti/surabaya/hos14826966/; 4.800.000.000 ;5;2;350;175;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos14826966
sambikerep;https://www.rumah123.com/properti/surabaya/hos14664607/; 4.800.000.000 ;6;5;360;350;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14664607
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15418714/; 4.800.000.000 ;4;2;371;260;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos15418714
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos15178297/; 4.800.000.000 ;4;2;371;260;SHM - Sertifikat Hak Milik;4400;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos15178297
kenjeran;https://www.rumah123.com/properti/surabaya/hos14724536/; 4.800.000.000 ;4;4;450;400;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14724536
simokerto;https://www.rumah123.com/properti/surabaya/hos12747034/; 4.800.000.000 ;1;1;800;1000;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos12747034
genteng;https://www.rumah123.com/properti/surabaya/hos13630078/; 4.950.000.000 ;2;1;619;619;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos13630078
wiyung;https://www.rumah123.com/properti/surabaya/hos15302738/; 4.980.000.000 ;4;3;314;200;HGB - Hak Guna Bangunan;5500;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15302738
sukolilo;https://www.rumah123.com/properti/surabaya/hos14941577/; 4.990.000.000 ;5;5;240;400;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14941577
dukuh pakis;https://www.rumah123.com/properti/surabaya/hos10791567/; 4.990.000.000 ;3;2;375;200;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;1;Utara;;;;;Butuh Renovasi;hos10791567
wiyung;https://www.rumah123.com/properti/surabaya/hos13986994/; 4.900.000.000 ;4;4;108;112;SHM - Sertifikat Hak Milik;;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13986994
sukolilo;https://www.rumah123.com/properti/surabaya/hos12624691/; 4.900.000.000 ;3;3;200;250;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Barat;Tidak;;PAM atau PDAM;Tidak;Bagus;hos12624691
sukolilo;https://www.rumah123.com/properti/surabaya/hos14430787/; 4.900.000.000 ;5;5;224;350;SHM - Sertifikat Hak Milik;4400;;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14430787
sukolilo;https://www.rumah123.com/properti/surabaya/hos12337636/; 4.900.000.000 ;4;4;225;300;SHM - Sertifikat Hak Milik;6600;;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos12337636
sukolilo;https://www.rumah123.com/properti/surabaya/hos11899709/; 4.900.000.000 ;4;1;234;230;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;Selatan;Tidak;3 Mobil;PAM atau PDAM;Ya;;hos11899709
sukolilo;https://www.rumah123.com/properti/surabaya/hos14941718/; 4.900.000.000 ;5;5;240;400;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14941718
sukolilo;https://www.rumah123.com/properti/surabaya/hos14941685/; 4.900.000.000 ;5;5;240;400;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14941685
sukolilo;https://www.rumah123.com/properti/surabaya/hos14665332/; 4.900.000.000 ;5;4;240;400;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Baru;hos14665332
sukolilo;https://www.rumah123.com/properti/surabaya/hos14496300/; 4.900.000.000 ;5;5;240;400;SHM - Sertifikat Hak Milik;5500;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14496300
sukolilo;https://www.rumah123.com/properti/surabaya/hos14345493/; 4.900.000.000 ;6;6;240;400;SHM - Sertifikat Hak Milik;5500;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14345493
sukolilo;https://www.rumah123.com/properti/surabaya/hos14139699/; 4.900.000.000 ;3;2;240;400;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14139699
sukolilo;https://www.rumah123.com/properti/surabaya/hos14077172/; 4.900.000.000 ;6;3;240;400;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14077172
sukolilo;https://www.rumah123.com/properti/surabaya/hos13852411/; 4.900.000.000 ;3;2;240;400;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos13852411
sukolilo;https://www.rumah123.com/properti/surabaya/hos13833254/; 4.900.000.000 ;6;3;240;400;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos13833254
sukolilo;https://www.rumah123.com/properti/surabaya/hos13765694/; 4.900.000.000 ;3;2;240;350;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13765694
sukolilo;https://www.rumah123.com/properti/surabaya/hos13752794/; 4.900.000.000 ;3;2;240;400;SHM - Sertifikat Hak Milik;3500;;Tidak;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13752794
sukolilo;https://www.rumah123.com/properti/surabaya/hos13730390/; 4.900.000.000 ;4;3;240;400;SHM - Sertifikat Hak Milik;;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos13730390
sukolilo;https://www.rumah123.com/properti/surabaya/hos12752644/; 4.900.000.000 ;5;4;240;400;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos12752644
sukolilo;https://www.rumah123.com/properti/surabaya/hos12029731/; 4.900.000.000 ;4;4;240;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos12029731
sukolilo;https://www.rumah123.com/properti/surabaya/hos9503501/; 4.900.000.000 ;5;5;240;201;HGB - Hak Guna Bangunan;;;;Unfurnished;2;Barat;;;;;Baru;hos9503501
wiyung;https://www.rumah123.com/properti/surabaya/hos14381394/; 4.900.000.000 ;4;3;246;323;SHM - Sertifikat Hak Milik;3500;;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14381394
gubeng;https://www.rumah123.com/properti/surabaya/hos14644198/; 4.900.000.000 ;4;6;262;280;Lainnya (PPJB,Girik,Adat,dll);4400;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14644198
gubeng;https://www.rumah123.com/properti/surabaya/hos14715486/; 4.900.000.000 ;3;2;300;200;Lainnya (PPJB,Girik,Adat,dll);3500;Tidak;Tidak;Unfurnished;2;Utara;Tidak;2 Mobil;;Tidak;;hos14715486
wiyung;https://www.rumah123.com/properti/surabaya/hos15075823/; 4.900.000.000 ;5;4;300;284;SHM - Sertifikat Hak Milik;5500;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15075823
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13048806/; 4.900.000.000 ;3;3;330;127;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;3 Mobil;PAM atau PDAM;Ya;Butuh Renovasi;hos13048806
jambangan;https://www.rumah123.com/properti/surabaya/hos14406153/; 4.900.000.000 ;3;3;398;400;SHM - Sertifikat Hak Milik;3500;;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14406153
mulyorejo;https://www.rumah123.com/properti/surabaya/hos15255095/; 4.900.000.000 ;4;4;440;381;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos15255095
mulyorejo;https://www.rumah123.com/properti/surabaya/hos15211810/; 4.900.000.000 ;4;4;440;381;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos15211810
sukolilo;https://www.rumah123.com/properti/surabaya/hos13844928/; 4.900.000.000 ;3;2;440;240;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;;Tidak;;;Tidak;;hos13844928
tegalsari;https://www.rumah123.com/properti/surabaya/hos15176454/; 40.000.000.000 ;4;3;790;600;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15176454
tegalsari;https://www.rumah123.com/properti/surabaya/hos10559125/; 40.000.000.000 ;4;3;790;600;SHM - Sertifikat Hak Milik;5500;;;Unfurnished;2;Selatan;;;;;Bagus;hos10559125
tegalsari;https://www.rumah123.com/properti/surabaya/hos10528062/; 40.000.000.000 ;4;3;790;600;SHM - Sertifikat Hak Milik;;;;Unfurnished;2;Selatan;;;;;Bagus Sekali;hos10528062
wonokromo;https://www.rumah123.com/properti/surabaya/hos15198500/; 40.000.000.000 ;4;3;790;600;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus;hos15198500
genteng;https://www.rumah123.com/properti/surabaya/hos14795577/; 42.000.000.000 ;3;3;624;1200;SHM - Sertifikat Hak Milik;16500;Ya;Ya;Unfurnished;3;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14795577
wiyung;https://www.rumah123.com/properti/surabaya/hos13370422/; 4.000.000.000 ;2;1;50;65;Lainnya (PPJB,Girik,Adat,dll);1300;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13370422
wiyung;https://www.rumah123.com/properti/surabaya/hos14150485/; 4.000.000.000 ;3;3;65;102;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14150485
wiyung;https://www.rumah123.com/properti/surabaya/hos13067678/; 4.000.000.000 ;3;2;66;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos13067678
kenjeran;https://www.rumah123.com/properti/surabaya/hos14302840/; 4.000.000.000 ;3;2;72;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Sudah Renovasi;hos14302840
wiyung;https://www.rumah123.com/properti/surabaya/hos13585668/; 4.000.000.000 ;4;3;78;112;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;3 Mobil;PAM atau PDAM;Ya;Baru;hos13585668
wiyung;https://www.rumah123.com/properti/surabaya/hos14276730/; 4.000.000.000 ;2;2;96;80;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;;hos14276730
lakarsantri;https://www.rumah123.com/properti/surabaya/hos12752001/; 4.000.000.000 ;3;3;105;117;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos12752001
wonokromo;https://www.rumah123.com/properti/surabaya/hos15270290/; 4.000.000.000 ;4;4;110;260;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15270290
wiyung;https://www.rumah123.com/properti/surabaya/hos13125884/; 4.000.000.000 ;3;3;120;130;SHM - Sertifikat Hak Milik;3500;;Tidak;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos13125884
rungkut;https://www.rumah123.com/properti/surabaya/hos15355034/; 4.000.000.000 ;5;4;135;170;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;;;Tidak;Bagus;hos15355034
rungkut;https://www.rumah123.com/properti/surabaya/hos14800864/; 4.000.000.000 ;5;4;135;170;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos14800864
wiyung;https://www.rumah123.com/properti/surabaya/hos9622674/; 4.000.000.000 ;3;3;135;155;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;2;Utara;Tidak;;;Tidak;Baru;hos9622674
wiyung;https://www.rumah123.com/properti/surabaya/hos12590078/; 4.000.000.000 ;3;2;147;140;SHM - Sertifikat Hak Milik;3500;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos12590078
wiyung;https://www.rumah123.com/properti/surabaya/hos9721666/; 4.000.000.000 ;3;2;150;120;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Bagus;hos9721666
